284.0 	 4.8 
289.0 	 8.0 
294.0 	 10.6 
299.1 	 13.2 
304.1 	 15.8 
309.1 	 18.2 
314.1 	 20.1 
319.2 	 21.5 
324.2 	 22.7 
329.2 	 23.5 
334.2 	 23.8 
339.3 	 24.1 
344.3 	 24.3 
349.3 	 24.6 
354.3 	 24.8 
359.4 	 24.8 
364.4 	 25.7 
369.4 	 24.9 
374.4 	 24.7 
379.5 	 24.5 
384.5 	 24.4 
389.5 	 24.6 
394.5 	 24.7 
399.6 	 24.6 
404.6 	 24.4 
409.6 	 24.3 
414.6 	 24.2 
419.7 	 24.0 
424.7 	 23.6 
429.7 	 23.3 
434.7 	 22.9 
439.7 	 22.6 
444.8 	 22.3 
449.8 	 21.6 
454.8 	 21.1 
459.8 	 20.6 
464.9 	 19.6 
469.9 	 19.1 
474.9 	 18.4 
479.9 	 17.9 
485.0 	 17.4 
490.0 	 17.2 
495.0 	 16.6 
500.0 	 16.0 
505.1 	 15.6 
510.1 	 15.4 
515.1 	 14.4 
520.1 	 12.9 
525.2 	 11.3 
530.2 	 10.0 
535.2 	 8.8 
540.2 	 8.0 
545.3 	 7.4 
550.3 	 6.8 
555.3 	 6.4 
560.3 	 5.9 
565.3 	 5.6 
570.4 	 5.1 
575.4 	 4.8 
580.4 	 4.3 
585.4 	 4.0 
590.5 	 3.5 
595.5 	 3.0 
600.5 	 2.6 
605.5 	 2.3 
610.6 	 2.0 
615.6 	 1.8 
620.6 	 1.5 
625.6 	 1.1 
630.7 	 0.9 
635.7 	 0.8 
640.7 	 0.7 
645.7 	 0.6 
650.8 	 0.5 
655.8 	 0.5 
660.8 	 0.3 
665.8 	 0.2 
670.9 	 0.3 
675.9 	 0.3 
680.9 	 0.3 
685.9 	 0.2 
691.0 	 0.1 
696.0 	 0.3 
701.0 	 0.2 
